fabricante,modelo,ano_fabricacao,categoria,couro_interior,tipo_combustivel,km_rodados,cilindradas,tipo_transmissao,tracao_rodas,qtd_portas,posicao_volante,cor,airbags,volume_motor,tipo_motor,preco_total
HYUNDAI,ELANTRA,2016,Sedan,1,Petrol,152278,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.8,Comum,5671
HYUNDAI,H1,2016,Universal,1,Diesel,203073,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.5,Comum,28554
HYUNDAI,SONATA,2016,Sedan,1,LPG,331445,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12181
HYUNDAI,H1,2017,Minivan,1,Diesel,15602,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,36057
CHEVROLET,VOLT,2013,Hatchback,1,Hybrid,0,4,Automatic,Front,4_portas,Left wheel,Grey,12,1.4,Comum,3061
BMW,550,2011,Sedan,1,Petrol,176000,8,Tiptronic,Rear,4_portas,Left wheel,White,12,4.4,Turbo,31871
TOYOTA,PRIUS,2008,Sedan,0,Hybrid,145600,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.5,Comum,11819
HONDA,FIT,2013,Sedan,0,Hybrid,160000,4,Automatic,Front,4_portas,Right-hand drive,White,4,1.5,Comum,14113
TOYOTA,PRIUS,2010,Sedan,0,Hybrid,145600,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.8,Comum,15187
HYUNDAI,ELANTRA,2015,Sedan,1,Petrol,37000,4,Tiptronic,Front,4_portas,Left wheel,Golden,10,1.8,Comum,20141
JEEP,GRAND CHEROKEE,2000,Jeep,0,Petrol,200000,8,Automatic,4x4,4_portas,Left wheel,Black,4,4.0,Comum,7840
HYUNDAI,SONATA,2016,Sedan,1,LPG,258942,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16572
DAEWOO,LACETTI,2010,Sedan,1,Petrol,142460,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,9073
TOYOTA,PRIUS,2012,Hatchback,1,Hybrid,150000,4,Automatic,Front,4_portas,Left wheel,Grey,7,1.8,Comum,18148
VOLKSWAGEN,JETTA,2015,Sedan,1,Diesel,63792,4,Automatic,Front,4_portas,Left wheel,Black,12,1.8,Comum,6969
OPEL,ASTRA,2008,Hatchback,0,Petrol,163000,4,Manual,Front,4_portas,Left wheel,Silver,8,1.4,Comum,12709
BMW,328,2011,Sedan,1,Petrol,120000,6,Tiptronic,Rear,4_portas,Left wheel,Grey,8,3.0,Comum,23521
CHEVROLET,VOLT PREMIER,2012,Sedan,1,Plug-in Hybrid,116000,4,Automatic,Front,4_portas,Left wheel,Red,10,1.4,Comum,21639
HYUNDAI,ELANTRA,2015,Sedan,1,LPG,35607,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,20230
NISSAN,PATHFINDER,2010,Jeep,1,Petrol,203466,6,Automatic,Front,4_portas,Left wheel,Black,12,4.0,Comum,7858
MERCEDES-BENZ,SPRINTER,2010,Microbus,0,Diesel,1111,5,Manual,Rear,4_portas,Left wheel,White,7,2.2,Turbo,2500
KIA,OPTIMA,2013,Sedan,1,Petrol,95000,4,Tiptronic,Front,4_portas,Left wheel,Black,6,2.4,Comum,17249
HYUNDAI,TUCSON,2012,Jeep,1,Petrol,121300,4,Automatic,4x4,4_portas,Left wheel,Blue,6,2.4,Comum,24901
HYUNDAI,SONATA,2013,Sedan,1,LPG,91475,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,9264
HYUNDAI,IX35,2011,Jeep,1,Petrol,110000,4,Automatic,4x4,4_portas,Left wheel,Silver,8,2.4,Comum,29793
FORD,TRANSIT CONNECT,2006,Goods wagon,0,Diesel,98439,4,Manual,Front,2_portas,Right-hand drive,Red,2,1.7,Turbo,8154
BMW,520,1997,Sedan,0,Petrol,263000,6,Manual,Rear,4_portas,Left wheel,Green,2,2.0,Comum,5500
HYUNDAI,ACCENT,2014,Sedan,1,Diesel,32064,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,14641
FORD,TRANSIT 2.4,2001,Microbus,1,Diesel,350000,4,Manual,Rear,4_portas,Left wheel,White,2,2.4,Turbo,17876
NISSAN,JUKE,2011,Jeep,1,Petrol,124800,4,Automatic,Front,4_portas,Left wheel,Black,0,1.6,Turbo,17518
HONDA,FIT,2013,Hatchback,0,Hybrid,118507,4,Automatic,Front,4_portas,Right-hand drive,White,4,1.5,Comum,15685
HYUNDAI,SANTA FE,2015,Jeep,1,Petrol,104181,6,Automatic,4x4,4_portas,Left wheel,Red,12,3.3,Comum,7634
HYUNDAI,SONATA,2011,Sedan,1,Petrol,185600,4,Automatic,Front,4_portas,Left wheel,White,12,2.4,Comum,12435
MITSUBISHI,AIRTREK,2003,Jeep,0,Petrol,129000,4,Automatic,Front,4_portas,Right-hand drive,Black,4,2.0,Comum,8467
MERCEDES-BENZ,VITO,2008,Minivan,0,Diesel,0,4,Manual,Rear,4_portas,Left wheel,White,2,2.2,Turbo,27500
LEXUS,RX 450,2010,Jeep,1,Hybrid,167222,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,6417
LEXUS,ES 300,2013,Sedan,1,Hybrid,186554,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,7522
CHEVROLET,MALIBU,2012,Sedan,1,Petrol,133778,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,22052
VOLKSWAGEN,PASSAT,2017,Sedan,1,Petrol,67120,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.8,Comum,11273
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,248525,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,19361
SUBARU,FORESTER,2004,Jeep,1,CNG,280000,4,Automatic,4x4,4_portas,Left wheel,Silver,4,2.5,Comum,8467
MERCEDES-BENZ,E 270,2002,Sedan,0,Diesel,222222,6,Automatic,Rear,4_portas,Left wheel,Silver,0,2.7,Comum,10976
HYUNDAI,SANTA FE,2010,Jeep,1,Diesel,53114,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,14886
HYUNDAI,ELANTRA,2018,Sedan,1,Petrol,35798,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,31811
HYUNDAI,SONATA,2010,Sedan,1,Petrol,99488,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,14174
LEXUS,HS 250H,2010,Sedan,1,Hybrid,102000,4,Tiptronic,Front,4_portas,Left wheel,Grey,12,2.4,Comum,11022
MERCEDES-BENZ,E 320,2004,Sedan,1,Petrol,123000,6,Tiptronic,Rear,4_portas,Left wheel,Blue,10,3.2,Comum,12231
HYUNDAI,SANTA FE,2011,Jeep,1,Diesel,129129,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,29487
KIA,CEED,2008,Sedan,0,Petrol,22222,4,Manual,Front,4_portas,Left wheel,Red,7,1.6,Turbo,13172
RENAULT,SCENIC,2009,Minivan,0,Diesel,191000,4,Manual,Front,4_portas,Left wheel,Golden,12,1.5,Turbo,13290
VOLKSWAGEN,GOLF,1997,Coupe,0,Petrol,0,4,Manual,Front,2_portas,Left wheel,Black,2,1.8,Comum,4704
CHEVROLET,MALIBU,2013,Sedan,1,Petrol,97907,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.4,Comum,23011
CHEVROLET,CAPTIVA,2008,Jeep,1,Diesel,77778,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,7989
KIA,CADENZA,2016,Sedan,1,Petrol,27812,6,Automatic,Front,4_portas,Left wheel,Silver,4,3.0,Comum,35632
HONDA,STEP WAGON,2011,Minivan,0,Petrol,97000,4,Tiptronic,Front,4_portas,Right-hand drive,Blue,8,2.0,Comum,15027
FORD,FOCUS,2013,Hatchback,0,Petrol,144000,4,Tiptronic,Front,4_portas,Left wheel,Grey,8,2.0,Comum,7539
TOYOTA,PRIUS C HYBRID,2014,Hatchback,0,Hybrid,119718,4,Automatic,Front,4_portas,Left wheel,White,7,1.5,Comum,16265
HYUNDAI,ELANTRA,2012,Sedan,1,Petrol,131443,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,15365
LEXUS,CT 200H,2012,Hatchback,1,Hybrid,89000,4,Variator,Front,4_portas,Left wheel,Brown,10,1.8,Comum,23480
TOYOTA,PRIUS C,2014,Hatchback,0,Hybrid,73000,4,Automatic,Front,4_portas,Left wheel,Black,12,1.5,Comum,20028
BMW,325 XI,2002,Sedan,1,Petrol,262400,6,Tiptronic,4x4,4_portas,Left wheel,Black,8,2.5,Comum,10976
NISSAN,JUKE,2015,Jeep,0,Petrol,101717,4,Manual,Front,4_portas,Left wheel,Silver,12,1.6,Turbo,24150
SUBARU,LEGACY,2004,Sedan,1,Petrol,140000,4,Manual,4x4,4_portas,Right-hand drive,Silver,8,2.0,Turbo,10349
BMW,X5,2012,Jeep,1,Diesel,70994,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Comum,31966
SUBARU,IMPREZA,2003,Hatchback,0,Petrol,160000,4,Automatic,Front,4_portas,Right-hand drive,Red,2,1.5,Comum,5175
LEXUS,CT 200H,2012,Hatchback,1,Hybrid,139000,4,Automatic,Front,4_portas,Left wheel,White,6,1.8,Comum,22225
HYUNDAI,TUCSON,2012,Jeep,1,Diesel,195401,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,21252
TOYOTA,PRIUS,2005,Sedan,0,Petrol,0,4,Automatic,Front,4_portas,Left wheel,White,6,1.5,Comum,9408
MERCEDES-BENZ,280,2008,Sedan,1,Diesel,330000,6,Tiptronic,Rear,4_portas,Left wheel,Black,8,3.0,Turbo,19444
HYUNDAI,ELANTRA,2016,Sedan,1,Petrol,39770,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,29262
TOYOTA,HIGHLANDER,2012,Jeep,1,Petrol,140966,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,24579
HYUNDAI,ELANTRA,2016,Sedan,1,LPG,31151,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,19233
HYUNDAI,SONATA ᲡᲐᲡᲬᲠᲐᲤᲝᲓ,2014,Sedan,1,LPG,52764,4,Tiptronic,Front,4_portas,Left wheel,Black,10,2.0,Comum,24148
CHEVROLET,IMPALA,2012,Sedan,0,Petrol,180000,6,Automatic,Front,4_portas,Left wheel,Black,6,3.6,Comum,13172
MERCEDES-BENZ,ML 350,2010,Jeep,1,Diesel,230400,6,Tiptronic,4x4,4_portas,Left wheel,Black,12,3.0,Turbo,37633
TOYOTA,CAMI,2000,Jeep,0,Petrol,114000,4,Automatic,Rear,4_portas,Right-hand drive,Silver,2,1.3,Comum,9095
NISSAN,NOTE,2006,Hatchback,0,Petrol,120000,4,Variator,Front,4_portas,Right-hand drive,Grey,4,1.5,Comum,6899
FORD,FUSION,2015,Sedan,1,Plug-in Hybrid,148000,4,Automatic,Front,4_portas,Left wheel,Grey,8,2.0,Comum,17631
VOLKSWAGEN,POLO,1998,Hatchback,0,Petrol,194000,4,Manual,Front,4_portas,Left wheel,Blue,2,1.4,Comum,5645
TOYOTA,HIGHLANDER,2012,Jeep,1,Hybrid,205250,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,30537
CHEVROLET,VOLT,2014,Hatchback,1,Hybrid,138491,4,Automatic,Front,4_portas,Left wheel,Black,0,1.4,Comum,4022
FORD,EXPLORER,2013,Jeep,1,Petrol,0,6,Automatic,Front,4_portas,Left wheel,Purple,12,3.5,Comum,7484
LEXUS,GX 470,2004,Jeep,1,LPG,170000,8,Automatic,4x4,4_portas,Left wheel,Black,8,4.7,Comum,34497
TOYOTA,CAMRY,2012,Sedan,1,Hybrid,159379,4,Automatic,Front,4_portas,Left wheel,White,12,2.5,Comum,3917
BMW,X5,2005,Jeep,1,Diesel,248000,6,Tiptronic,4x4,4_portas,Left wheel,Black,6,3.0,Turbo,21953
VOLKSWAGEN,CC,2010,Sedan,1,Petrol,174000,4,Tiptronic,Front,4_portas,Left wheel,Black,12,2.0,Turbo,16308
HYUNDAI,SONATA,2017,Sedan,1,LPG,324605,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,12621
HYUNDAI,ACCENT,2012,Sedan,1,Diesel,98624,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,12771
HYUNDAI,SONATA,2014,Sedan,1,LPG,746740,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,10675
TOYOTA,AQUA,2012,Hatchback,1,Petrol,113971,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.5,Comum,14572
FORD,EXPLORER,2014,Jeep,1,Petrol,148454,6,Automatic,Front,4_portas,Left wheel,Black,12,3.5,Comum,6855
MERCEDES-BENZ,270,1988,Microbus,0,Diesel,13758,4,Manual,Rear,4_portas,Left wheel,Yellow,0,2.4,Comum,3763
MERCEDES-BENZ,E 200,2000,Sedan,1,LPG,192125,4,Tiptronic,Rear,4_portas,Left wheel,Silver,6,2.0,Comum,12544
HYUNDAI,SONATA,2016,Sedan,1,LPG,453750,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,8700
MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,184467,6,Automatic,Rear,4_portas,Left wheel,White,12,3.5,Comum,1994
NISSAN,MARCH,2014,Hatchback,1,Petrol,50000,4,Automatic,Front,4_portas,Left wheel,Black,4,1.2,Comum,14182
TOYOTA,VITZ,2005,Sedan,0,Petrol,137000,4,Automatic,Front,4_portas,Right-hand drive,Black,4,1.0,Comum,9408
TOYOTA,CAMRY,2007,Sedan,0,Hybrid,102000,6,Tiptronic,Front,4_portas,Left wheel,Silver,9,2.4,Comum,13172
HYUNDAI,H1,2008,Minivan,1,Diesel,71545,4,Automatic,Front,4_portas,Left wheel,Blue,4,2.5,Comum,17028
TOYOTA,HIGHLANDER,2009,Jeep,1,Hybrid,318358,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.3,Comum,2556
LEXUS,RX 400,2007,Jeep,1,Hybrid,273600,6,Tiptronic,Front,4_portas,Left wheel,Silver,10,3.3,Comum,19444
MERCEDES-BENZ,C 180,1999,Sedan,0,Petrol,0,4,Manual,Rear,4_portas,Left wheel,Blue,4,1.8,Comum,8781
MERCEDES-BENZ,VIANO,2007,Minivan,1,Diesel,260000,4,Manual,Rear,4_portas,Left wheel,Yellow,4,2.2,Turbo,27000
MERCEDES-BENZ,E 320,1999,Sedan,0,Diesel,0,6,Automatic,Rear,4_portas,Left wheel,Silver,0,3.2,Turbo,12500
CHEVROLET,ORLANDO,2015,Jeep,1,Diesel,135039,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,24623
CHEVROLET,VOLT,2011,Sedan,1,Plug-in Hybrid,114000,4,Automatic,Front,4_portas,Left wheel,Red,8,1.4,Comum,18083
HYUNDAI,ELANTRA,2015,Sedan,0,Petrol,150000,4,Tiptronic,Front,4_portas,Left wheel,Blue,8,2.0,Comum,22718
BMW,328,2011,Sedan,1,Petrol,78000,6,Tiptronic,Front,4_portas,Left wheel,White,10,3.0,Comum,19835
MERCEDES-BENZ,ML 350,2005,Jeep,1,Petrol,256000,6,Tiptronic,4x4,4_portas,Left wheel,Golden,8,3.5,Comum,18817
HYUNDAI,VELOSTER,2012,Hatchback,1,Petrol,105000,4,Tiptronic,Front,4_portas,Left wheel,Grey,8,1.6,Comum,16621
MERCEDES-BENZ,ML 350,2011,Jeep,1,Diesel,0,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.0,Comum,3684
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,273186,6,Automatic,Rear,4_portas,Left wheel,White,12,3.0,Comum,10897
MERCEDES-BENZ,ML 350,2009,Jeep,1,Petrol,169600,8,Automatic,4x4,4_portas,Left wheel,White,8,3.5,Comum,32929
SCION,TC,2010,Coupe,0,Petrol,107000,4,Automatic,Front,2_portas,Left wheel,Carnelian red,8,2.4,Comum,11962
AUDI,A4,2007,Sedan,1,Petrol,150000,6,Manual,4x4,4_portas,Left wheel,Grey,4,2.4,Comum,10349
CHEVROLET,CRUZE,2018,Sedan,0,Petrol,0,4,Automatic,Front,4_portas,Left wheel,Black,0,1.4,Comum,15834
VOLKSWAGEN,PASSAT,1999,Sedan,1,CNG,251000,4,Manual,Front,4_portas,Left wheel,Black,4,1.8,Turbo,5959
MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,146395,6,Automatic,Rear,4_portas,Left wheel,Grey,12,3.5,Comum,2935
HYUNDAI,SONATA,2015,Sedan,1,LPG,34569,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,15671
HYUNDAI,TUCSON,2011,Jeep,1,Diesel,91033,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,28361
TOYOTA,HIGHLANDER,2008,Jeep,1,Hybrid,182024,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.3,Comum,2220
MITSUBISHI,PAJERO,1992,Jeep,0,Diesel,111111,4,Automatic,4x4,4_portas,Right-hand drive,Green,0,2.5,Turbo,3000
NISSAN,JUKE,2013,Jeep,1,Petrol,129128,4,Automatic,4x4,4_portas,Left wheel,White,0,1.6,Comum,4137
TOYOTA,HIGHLANDER,2008,Jeep,0,Hybrid,249600,6,Variator,4x4,4_portas,Left wheel,Silver,12,3.3,Comum,28852
BMW,530,2002,Sedan,0,Petrol,98000,6,Tiptronic,Rear,4_portas,Left wheel,Black,10,3.0,Comum,14426
VOLKSWAGEN,T5,2008,Minivan,0,Diesel,150000,5,Manual,4x4,4_portas,Left wheel,Silver,0,2.5,Comum,11917
VOLKSWAGEN,TIGUAN SE,2015,Jeep,0,Petrol,108187,4,Automatic,4x4,4_portas,Left wheel,White,8,2.0,Comum,18170
SSANGYONG,KORANDO,2011,Jeep,1,Diesel,248871,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17015
HYUNDAI,GENESIS,2010,Coupe,1,Petrol,81384,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,16661
HYUNDAI,SONATA,2015,Sedan,0,Petrol,142400,4,Tiptronic,Front,4_portas,Left wheel,Black,8,2.4,Comum,20030
OPEL,OMEGA,1995,Sedan,0,CNG,234567,4,Manual,Rear,4_portas,Left wheel,Golden,2,2.0,Comum,2352
KIA,OPTIMA,2014,Sedan,1,Petrol,38497,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17259
BMW,318,2004,Sedan,0,Petrol,128202,4,Tiptronic,Rear,4_portas,Right-hand drive,Black,4,1.9,Comum,5331
HYUNDAI,ELANTRA,2014,Sedan,0,Petrol,92800,4,Tiptronic,Front,4_portas,Left wheel,Grey,8,1.6,Comum,14954
TOYOTA,PRIUS,2007,Hatchback,0,Hybrid,167000,4,Variator,Front,4_portas,Left wheel,Golden,12,1.5,Comum,12592
HYUNDAI,SONATA,2015,Sedan,1,LPG,581040,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,10017
HYUNDAI,TUCSON,2015,Jeep,1,Diesel,146948,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,35337
MERCEDES-BENZ,320,2003,Sedan,1,LPG,340000,6,Automatic,Rear,4_portas,Left wheel,Black,10,3.2,Comum,15053
TOYOTA,PRIUS,2008,Sedan,1,Hybrid,207005,4,Automatic,Front,4_portas,Left wheel,Blue,8,1.5,Comum,13387
MERCEDES-BENZ,CLK 320,2004,Coupe,1,Petrol,208000,6,Automatic,Rear,2_portas,Left wheel,Black,6,3.2,Comum,10976
HYUNDAI,H1,2012,Minivan,1,Diesel,61272,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,19086
CHEVROLET,NIVA,2010,Jeep,0,Petrol,71436,6,Manual,4x4,4_portas,Left wheel,Brown,4,1.7,Comum,13570
VOLKSWAGEN,PASSAT,2015,Sedan,1,Petrol,36235,4,Automatic,Front,4_portas,Left wheel,Black,12,1.8,Comum,3363
TOYOTA,CAMRY SE,2015,Sedan,1,Hybrid,141000,6,Variator,Front,4_portas,Left wheel,Black,10,2.5,Comum,25231
TOYOTA,AQUA,2012,Hatchback,1,Petrol,81400,4,Automatic,Front,4_portas,Left wheel,Orange,4,1.5,Comum,17463
NISSAN,JUKE,2015,Jeep,1,Petrol,111402,4,Automatic,4x4,4_portas,Left wheel,Black,0,1.6,Comum,5647
HYUNDAI,SANTA FE,2012,Jeep,1,Petrol,154782,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,4351
VOLKSWAGEN,JETTA,2016,Sedan,1,Petrol,52000,4,Tiptronic,Front,4_portas,Left wheel,Black,8,1.8,Turbo,21508
HYUNDAI,SONATA,2015,Sedan,1,LPG,274844,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,11428
HYUNDAI,SONATA,2016,Sedan,1,LPG,253373,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12181
MERCEDES-BENZ,B 170,2007,Sedan,1,Petrol,110000,4,Tiptronic,Front,4_portas,Right-hand drive,Silver,0,1.7,Comum,11290
CHEVROLET,CRUZE,2012,Sedan,1,Petrol,83721,4,Automatic,Front,4_portas,Left wheel,White,4,1.8,Comum,16627
DODGE,CALIBER,2008,Hatchback,0,Petrol,154000,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,9249
HONDA,ODYSSEY,2003,Minivan,0,LPG,226000,4,Tiptronic,Front,4_portas,Right-hand drive,Beige,4,2.4,Comum,6272
HYUNDAI,SONATA,2014,Sedan,1,LPG,384418,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,12243
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,64496,6,Automatic,4x4,4_portas,Left wheel,Blue,12,3.5,Comum,14814
TOYOTA,TUNDRA,2015,Jeep,1,Petrol,128000,8,Automatic,4x4,4_portas,Left wheel,White,12,5.7,Comum,3586
TOYOTA,IST,2003,Hatchback,0,Petrol,130000,4,Automatic,Front,4_portas,Right-hand drive,White,4,1.5,Comum,2500
FORD,TRANSIT,2001,Microbus,0,Diesel,210000,4,Manual,Rear,4_portas,Left wheel,White,2,2.4,Turbo,12858
TOYOTA,PRIUS,2015,Hatchback,0,Hybrid,26000,4,Automatic,Front,4_portas,Left wheel,Grey,10,1.8,Comum,31361
MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,189530,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,13787
AUDI,A7,2014,Hatchback,1,Petrol,140507,6,Automatic,4x4,4_portas,Left wheel,Silver,0,3.0,Comum,3973
TOYOTA,PRIUS,2013,Hatchback,0,Hybrid,10700,4,Automatic,Front,4_portas,Left wheel,Beige,10,1.8,Comum,19402
VOLKSWAGEN,JETTA,2011,Sedan,1,Diesel,175389,5,Automatic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,1803
MERCEDES-BENZ,ML 350,2015,Jeep,1,Diesel,79080,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,24167
TOYOTA,VENZA,2013,Jeep,1,Petrol,177894,4,Automatic,4x4,4_portas,Left wheel,Silver,12,2.7,Comum,1775
TOYOTA,CAMRY,2018,Sedan,1,Hybrid,127515,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,10331
MERCEDES-BENZ,E 320,2003,Sedan,1,LPG,19000,6,Tiptronic,Rear,4_portas,Left wheel,Black,12,3.2,Comum,24000
MERCEDES-BENZ,C 250,2012,Sedan,1,Petrol,136000,4,Tiptronic,Rear,4_portas,Left wheel,Grey,12,1.8,Turbo,30786
CHEVROLET,MALIBU,2015,Sedan,1,Petrol,142714,4,Automatic,Front,4_portas,Left wheel,Black,12,2.5,Comum,3364
LEXUS,GX 470,2005,Jeep,1,Petrol,243000,8,Tiptronic,4x4,4_portas,Left wheel,White,8,4.7,Comum,34497
AUDI,A4,2010,Sedan,1,Petrol,167000,4,Tiptronic,4x4,4_portas,Left wheel,Blue,4,2.0,Turbo,17249
FORD,FUSION,2015,Sedan,1,Hybrid,107166,4,Automatic,Front,4_portas,Left wheel,White,0,2.0,Comum,1950
BMW,X5,2012,Jeep,1,Diesel,70994,6,Automatic,4x4,4_portas,Left wheel,Black,0,3.0,Comum,31966
MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,219030,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,30846
TOYOTA,PRIUS,2007,Hatchback,0,Hybrid,170000,4,Automatic,Front,4_portas,Left wheel,Grey,8,1.5,Comum,11024
SUBARU,FORESTER,2010,Jeep,0,Petrol,106000,4,Tiptronic,4x4,4_portas,Left wheel,Black,6,2.5,Comum,15137
LEXUS,LX 570,2010,Jeep,1,Petrol,171352,8,Automatic,4x4,4_portas,Left wheel,White,12,5.7,Comum,22608
AUDI,A6 EVROPULI,2000,Sedan,1,Petrol,11111,6,Tiptronic,Front,4_portas,Left wheel,Black,6,2.4,Comum,5500
HYUNDAI,ELANTRA,2013,Sedan,0,Petrol,139867,4,Automatic,Front,4_portas,Left wheel,Silver,0,1.8,Comum,17834
OPEL,CORSA,1999,Hatchback,0,Petrol,230000,4,Automatic,Front,4_portas,Left wheel,Black,0,1.2,Comum,5645
UAZ,PATRIOT,1999,Jeep,0,Petrol,8000,4,Automatic,4x4,4_portas,Left wheel,Green,0,2.0,Comum,5959
MERCEDES-BENZ,C 250,2014,Sedan,1,Petrol,105909,4,Automatic,Rear,4_portas,Left wheel,White,12,1.8,Comum,4818
KIA,OPTIMA,2015,Sedan,0,Hybrid,0,4,Automatic,Front,4_portas,Left wheel,White,0,2.4,Comum,17690
TOYOTA,PRIUS C,2012,Hatchback,0,Hybrid,182000,4,Variator,Front,4_portas,Left wheel,White,9,1.5,Comum,15870
LEXUS,CT 200H,2011,Sedan,1,Hybrid,143000,4,Automatic,Front,4_portas,Left wheel,Black,12,1.8,Comum,19462
FORD,ESCAPE,2010,Jeep,1,Hybrid,220000,6,Automatic,4x4,4_portas,Left wheel,White,8,2.5,Comum,25716
HYUNDAI,SONATA,2015,Sedan,1,LPG,339603,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16132
BMW,328,1997,Coupe,1,Petrol,180000,6,Manual,Rear,2_portas,Left wheel,Black,0,2.8,Comum,10976
TOYOTA,CAMRY,2012,Sedan,1,Petrol,0,6,Automatic,Front,4_portas,Left wheel,Black,12,3.5,Comum,5449
MERCEDES-BENZ,C 180,1997,Sedan,0,CNG,540000,4,Manual,Rear,4_portas,Left wheel,Blue,2,1.8,Comum,6272
HYUNDAI,SONATA,2011,Sedan,0,Petrol,171000,4,Tiptronic,Front,4_portas,Left wheel,Blue,4,2.4,Comum,14113
MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,200179,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,31787
HYUNDAI,ELANTRA,2019,Sedan,1,Petrol,27368,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.0,Comum,15817
KIA,OPTIMA,2012,Sedan,1,Petrol,88000,4,Tiptronic,Front,4_portas,Left wheel,Golden,12,2.4,Comum,17374
TOYOTA,COROLLA,2005,Sedan,0,Petrol,227000,4,Manual,Front,4_portas,Left wheel,Silver,4,1.4,Comum,14370
HONDA,CR-V,2014,Jeep,0,Petrol,49000,4,Automatic,4x4,4_portas,Left wheel,Silver,0,2.4,Comum,26779
LEXUS,RX 450,2010,Jeep,1,Hybrid,317470,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.5,Comum,1619
FIAT,500 SPORT,2012,Hatchback,1,Petrol,92800,4,Tiptronic,Front,2_portas,Left wheel,Red,7,1.4,Comum,12392
